 temprature, rainfall, humidity, yeild_apples
98.77 74.80 64.01 76.60
71.78 89.87 92.43 85.72
40.36 85.70 62.69 60.59
21.80 49.57 1.37 17.14
26.83 30.88 54.56 41.51
20.78 16.61 34.18 26.65
57.97 84.52 84.49 76.54
72.10 58.63 60.89 63.80
14.58 24.31 75.28 46.88
79.73 30.07 75.97 67.92
91.15 68.80 15.57 48.89
68.17 61.72 47.67 56.63
32.93 64.42 16.24 30.88
86.00 0.22 58.10 54.89
10.09 76.27 55.43 46.00
93.31 34.24 30.52 50.10
24.87 11.85 57.36 38.51
1.44 86.39 24.60 30.01
98.31 3.96 97.37 78.97
14.96 64.09 90.53 62.57
93.71 92.01 79.75 86.39
11.44 85.87 46.52 43.87
82.35 51.21 88.01 78.95
20.14 91.82 30.06 39.44
25.91 30.46 41.60 34.66
66.39 1.12 5.21 22.75
84.19 84.47 41.57 62.94
16.28 85.52 85.14 64.56
78.27 97.88 26.98 56.55
28.03 92.95 88.95 71.47
82.68 51.80 36.23 53.28
51.09 55.61 26.95 39.92
92.15 76.42 48.82 67.34
10.61 60.88 90.28 60.50
66.19 51.25 85.51 72.86
75.38 51.09 98.11 81.89
12.51 3.82 17.29 13.16
16.39 0.21 39.13 24.52
18.30 4.96 70.41 41.69
28.81 20.42 14.34 19.90
15.48 70.42 65.90 51.68
3.02 40.87 41.04 29.60
43.93 70.25 59.75 57.10
70.75 68.82 37.79 53.88
45.14 38.83 76.18 59.40
69.17 79.31 56.54 64.88
2.50 92.79 16.91 27.76
43.32 77.39 6.94 31.94
65.10 72.77 67.56 67.86
44.63 11.93 98.75 65.15
29.90 70.59 2.50 24.34
52.77 29.78 17.73 30.65
56.23 94.74 41.60 56.62
36.20 69.39 83.48 66.48
32.60 98.72 27.13 43.09
23.90 58.47 30.17 33.95
76.80 72.67 8.83 41.99
10.39 77.36 18.69 27.93
74.15 81.78 86.26 81.73
35.80 13.56 42.34 34.62
38.65 80.42 52.00 53.68
6.88 87.09 77.63 58.30
71.01 19.91 23.08 36.83
91.70 75.94 7.56 46.48
95.41 41.45 87.13 80.48
15.05 38.83 24.86 24.71
57.56 26.94 45.77 45.54
46.46 68.48 5.12 30.19
17.96 34.86 14.34 19.53
66.20 89.33 7.82 41.64
98.88 3.38 38.94 49.81
53.13 64.00 75.92 66.70
44.11 84.86 78.30 69.35
46.27 29.77 27.69 33.68
26.44 23.37 63.91 44.56
6.02 93.41 62.63 51.80
7.32 56.34 35.56 31.24
72.54 8.08 27.01 36.88
90.10 36.44 0.10 34.37
4.44 48.41 24.25 23.14
39.92 55.77 41.44 43.85
75.99 29.67 39.38 48.42
8.34 32.28 15.30 16.61
58.77 67.20 58.96 60.55
66.55 49.48 65.09 62.41
24.67 14.38 65.30 42.93
62.70 84.79 73.37 72.45
61.29 48.81 0.29 28.29
24.81 63.85 6.51 23.47
45.16 12.73 77.78 54.98
17.89 84.93 28.76 36.73
32.15 38.20 46.82 40.70
55.02 86.21 17.11 42.30
53.59 50.16 26.00 39.11
75.82 71.95 60.76 67.52
93.74 92.01 10.19 51.62
12.86 62.38 91.48 62.07
87.65 92.23 96.65 93.07
17.34 81.33 90.69 66.81
0.15 59.47 84.20 54.04
95.02 1.56 84.37 71.00
47.31 67.99 23.26 39.42
31.83 84.00 43.77 48.23
69.32 91.55 11.66 44.94
63.76 30.10 86.13 68.21
54.49 12.50 24.59 31.14
84.93 15.08 27.75 42.37
25.42 64.36 14.91 27.95
71.59 18.25 35.39 42.82
72.70 20.83 4.50 28.23
34.84 28.10 63.62 47.88
93.38 86.36 76.28 83.43
94.27 63.84 17.59 49.84
7.03 96.06 13.51 28.08
61.04 42.52 5.50 29.57
80.05 59.28 71.56 71.65
95.94 80.21 5.39 47.52
5.01 40.08 67.22 43.13
79.04 73.90 55.94 66.46
55.67 96.26 52.79 62.35
46.78 18.35 26.79 31.10
92.03 90.46 78.83 85.12
47.59 8.34 94.42 63.16
70.89 0.04 63.94 53.24
39.50 95.58 96.79 79.36
76.88 89.51 19.70 50.82
86.58 0.14 32.11 42.06
62.54 88.74 97.27 85.15
34.63 76.04 2.00 26.60
69.95 81.73 66.88 70.77
37.79 75.54 78.37 65.63
64.32 60.59 95.58 79.20
67.30 16.07 0.48 23.64
89.82 29.79 12.26 39.03
51.92 77.35 7.87 34.98
74.07 18.20 0.16 25.94
58.77 0.20 25.41 30.38
81.15 59.48 31.08 51.78
3.28 51.44 83.12 52.83
73.97 58.21 4.19 35.93
78.49 23.40 1.37 28.91
83.45 46.25 54.67 61.62
1.56 25.27 92.87 51.96
78.92 30.48 95.19 77.37
85.19 11.77 48.55 52.19
7.27 16.80 18.28 14.68
66.89 38.84 86.30 70.98
38.50 93.41 46.84 53.65
91.69 13.56 39.97 50.20
3.92 62.40 93.80 60.56
43.39 26.43 79.34 57.97
86.32 17.79 71.25 65.08
96.37 90.94 34.96 64.58
11.68 9.49 52.80 31.80
94.56 77.54 2.19 44.97
39.30 30.68 55.95 45.90
92.47 25.41 56.66 61.15
20.29 63.32 69.34 53.42
52.25 81.52 63.95 63.95
43.50 42.48 33.60 38.35
24.77 89.58 6.12 28.41
19.52 58.90 22.51 28.89
9.51 51.58 4.07 15.20
1.67 42.18 94.34 56.11
31.12 60.19 12.84 27.79
86.29 98.41 73.76 82.45
87.54 90.51 97.06 92.89
55.14 50.18 26.38 39.77
4.43 83.70 95.69 65.91
28.66 94.50 42.53 48.76
48.02 33.26 26.36 34.24
73.04 30.15 73.51 64.70
43.26 92.27 76.70 69.78
55.60 36.92 68.05 58.09
51.07 71.61 69.45 64.37
73.01 35.80 93.21 75.67
20.09 24.86 10.80 16.40
13.36 77.91 18.37 28.77
21.57 55.26 2.10 18.57
1.49 57.60 51.83 37.88
48.28 23.47 75.76 57.06
84.80 49.79 68.86 69.83
0.36 78.26 97.54 64.53
75.36 83.86 64.59 71.68
30.44 9.24 91.25 56.61
33.28 69.42 7.92 27.83
36.51 78.64 40.90 47.13
0.06 36.05 36.73 25.59
64.75 74.27 89.84 79.20
24.73 18.31 37.47 29.82
20.27 58.95 20.27 28.01
16.48 45.08 5.26 16.59
30.21 45.48 41.62 38.97
56.17 61.66 58.85 58.61
75.15 53.26 70.77 68.58
26.89 22.28 84.53 54.79
7.35 72.66 62.05 47.76
26.64 10.55 37.43 28.82
18.38 79.33 25.51 34.13
98.38 86.03 95.32 94.38
77.23 61.85 52.86 61.97
33.32 45.20 28.35 33.21
0.23 63.48 69.30 47.41
32.08 4.76 23.15 22.15
72.73 82.11 83.27 79.88
84.48 47.63 77.97 73.86
36.11 7.37 62.89 43.75
78.10 60.27 27.72 49.34
31.35 33.57 74.14 53.19
42.96 86.70 10.79 35.62
52.90 35.77 43.76 44.90
76.64 36.35 91.38 75.95
86.79 27.29 40.09 51.54
72.32 35.38 70.68 64.11
60.13 39.36 29.27 40.55
72.59 1.26 18.09 31.07
11.73 58.40 98.80 64.60
87.58 64.05 20.39 49.28
56.63 57.09 91.82 74.32
57.59 66.43 48.01 54.57
20.81 97.34 82.91 67.17
8.22 72.14 10.10 21.94
93.48 8.06 90.37 74.84
7.13 95.26 41.57 41.98
2.61 30.62 59.77 36.79
78.71 79.67 55.74 67.42
23.61 51.59 85.76 60.28
22.07 32.41 69.64 47.92
57.92 81.35 41.33 54.31
92.90 95.83 78.63 86.35
11.48 89.51 16.14 29.42
95.50 86.98 38.63 65.36
34.56 98.97 24.64 42.48
57.55 45.11 61.79 57.18
16.19 25.27 32.44 26.13
18.72 16.93 42.76 30.38
35.53 0.74 73.14 47.38
51.59 51.67 25.92 38.77
70.88 31.74 6.77 31.00
16.90 93.29 27.43 37.44
69.89 18.97 76.56 63.04
84.48 89.32 77.41 81.91
62.44 17.49 66.03 55.25
55.54 67.27 45.63 52.93
7.07 20.75 4.07 8.31
46.27 7.53 78.68 54.73
59.06 38.32 66.70 58.73
8.65 21.96 62.35 38.16
68.88 4.44 30.33 36.72
67.73 3.74 46.46 44.30
55.57 52.53 1.79 28.07
1.97 31.55 2.29 8.05
35.64 40.07 48.70 43.06
1.81 22.98 88.08 49.18
80.45 98.13 17.58 52.55
96.45 12.82 71.06 67.03
1.33 14.26 18.97 12.74
59.89 58.60 20.79 40.08
57.09 32.07 76.88 61.98
45.83 44.17 94.26 69.71
36.85 63.66 76.53 62.05
91.43 95.80 50.84 72.01
25.12 65.37 37.63 39.42
55.47 49.34 62.72 57.87
36.76 46.75 70.87 55.81
25.09 86.12 62.53 56.02
31.66 79.46 67.09 58.94
89.35 27.31 75.01 69.77
76.36 53.23 85.34 76.22
88.02 7.19 28.18 41.93
93.13 39.35 86.95 79.28
82.87 28.61 34.38 47.77
43.38 68.99 23.36 38.49
94.18 92.92 13.91 53.79
71.61 56.37 19.48 42.50
65.51 30.41 53.83 52.65
86.77 76.87 62.49 72.65
55.43 69.43 74.19 67.61
25.50 47.45 18.20 26.24
5.72 25.58 56.51 35.09
78.28 81.39 93.71 86.62
14.82 6.49 53.45 32.47
37.98 60.37 38.35 42.64
96.93 88.54 45.95 69.76
63.68 10.95 45.25 43.92
95.75 15.40 25.49 44.55
31.91 29.14 59.59 45.20
46.90 13.68 19.71 26.66
33.53 54.58 33.75 37.85
36.19 73.25 48.56 49.79
42.43 23.21 72.02 53.38
33.45 84.41 1.05 27.44
27.49 24.00 36.93 31.51
18.40 18.21 33.45 25.89
24.99 35.43 53.94 41.55
8.67 20.10 32.11 22.68
29.01 90.00 4.20 28.80
64.64 38.00 40.70 47.34
10.71 20.10 58.17 36.32
85.60 7.15 3.71 28.96
27.90 11.39 3.25 12.27
13.22 58.60 86.45 58.91
29.54 45.62 84.95 60.46
10.57 63.46 96.50 64.11
49.05 49.03 95.15 72.10
2.73 57.27 34.33 29.44
33.01 28.29 9.72 20.42
50.58 12.25 77.53 56.39
29.73 90.48 12.83 33.43
28.24 65.38 20.95 32.02
38.37 65.07 34.48 41.77
0.40 43.71 98.08 57.90
95.18 26.91 58.56 63.22
48.43 42.89 12.58 29.40
25.83 18.34 8.24 15.54
8.42 45.09 2.19 12.64
82.31 11.28 29.35 41.62
43.80 90.71 22.30 42.43
56.14 15.97 32.62 36.35
92.46 55.72 92.35 85.06
93.92 21.04 50.43 57.60
73.03 4.36 79.27 62.42
89.35 1.18 42.74 48.41
75.97 69.67 92.02 82.73
14.09 81.05 19.17 30.02
84.35 45.07 82.68 75.66
94.31 27.56 64.08 65.84
25.67 81.86 56.96 52.55
69.58 42.42 47.58 53.15
0.93 43.61 11.57 14.79
94.98 52.53 98.12 88.06
50.48 10.62 23.44 28.99
35.33 79.43 97.24 75.10
7.49 51.28 62.19 43.60
57.25 79.42 28.59 47.35
81.86 64.80 30.22 52.63
66.33 17.92 9.24 28.10
95.21 15.85 43.36 53.41
30.03 20.45 74.06 50.13
68.28 69.21 77.07 72.86
50.14 14.57 57.60 46.76
61.50 63.69 8.69 35.53
57.98 53.94 60.97 58.67
26.76 17.61 68.98 46.04
52.05 79.09 83.47 73.17
91.34 3.00 48.51 52.26
63.31 12.56 72.23 57.62
92.81 17.17 16.14 39.35
21.86 76.95 63.53 53.71
16.73 28.43 51.04 36.23
61.37 35.89 89.57 70.37
89.36 63.27 8.34 43.63
84.82 65.10 21.74 49.34
71.94 56.65 35.55 50.69
61.59 97.62 85.41 80.71
97.81 23.52 17.92 43.01
12.97 21.83 9.72 13.12
93.92 36.46 23.83 47.38
66.02 52.27 51.94 56.23
40.44 21.62 57.60 45.26
88.05 53.57 10.93 42.59
59.04 66.11 77.36 69.61
93.99 55.57 0.44 39.53
66.46 37.65 14.22 34.58
13.33 69.90 84.32 60.14
71.08 64.86 52.81 60.70
41.05 70.22 1.32 27.02
7.93 82.01 19.14 28.35
97.78 97.72 27.69 62.72
7.70 48.61 37.25 30.66
78.97 66.59 23.59 48.80
78.05 49.83 91.48 79.12
30.79 40.24 2.85 18.71
30.75 29.83 12.52 21.45
76.50 16.78 4.52 28.57
1.52 76.19 51.14 41.26
51.30 26.45 1.83 21.59
56.89 47.18 15.00 34.00
11.84 30.80 96.68 58.05
44.95 40.35 95.22 69.16
80.60 65.43 26.48 50.51
48.68 80.32 11.28 36.31
59.89 33.50 30.72 40.03
39.79 69.99 18.63 35.25
67.56 8.85 88.53 66.30
23.05 74.87 6.20 24.99
51.04 69.68 77.54 68.02
28.95 26.98 30.56 29.36
89.68 45.11 48.24 60.05
52.58 69.70 45.84 52.63
94.88 73.05 93.35 89.75
98.28 97.81 65.51 81.80
56.74 93.45 26.40 48.91
26.64 34.58 27.92 28.87
17.09 55.64 74.69 53.60
64.19 95.17 47.31 61.95
54.89 64.52 47.15 52.95
18.50 91.19 49.69 48.63
59.98 68.71 64.22 63.85
32.43 68.51 77.58 62.22
31.14 21.38 34.26 30.75
37.95 9.72 70.40 48.53
53.70 71.91 60.71 60.85
70.37 42.34 4.05 31.60
83.61 57.53 45.25 59.21
65.20 53.06 32.06 46.20
1.44 36.87 61.69 38.65
62.96 66.53 30.25 47.32
49.57 93.55 72.42 69.79
98.89 17.45 57.93 62.12
67.35 84.92 0.22 37.30
61.35 72.11 16.08 40.87
4.01 73.71 35.77 33.83
59.46 9.62 86.40 62.96
5.72 25.63 89.68 51.68
52.04 68.90 63.48 61.13
67.56 64.20 88.47 77.34
77.43 10.59 28.42 39.56
28.36 11.38 75.96 48.76
28.96 12.03 9.90 16.04
21.05 38.98 28.26 28.24
6.62 91.19 69.02 54.73
12.17 65.89 19.12 26.39
5.81 10.50 91.96 49.82
21.54 80.68 59.45 52.32
56.71 88.37 0.00 34.69
56.06 20.69 42.47 42.19
83.77 19.48 48.25 53.15
53.76 89.68 71.60 69.86
62.43 45.61 98.46 77.08
3.64 48.60 91.72 56.67
48.30 37.65 69.00 56.52
40.00 8.40 47.49 37.42
28.29 33.95 76.28 53.42
4.91 5.82 1.73 3.50
23.10 29.44 90.08 57.86
56.11 35.09 89.05 68.38
83.27 31.55 53.35 57.97
50.03 18.38 20.48 28.93
6.20 24.56 86.02 49.78
3.29 56.86 67.53 46.12
40.74 93.03 13.11 37.38
88.97 68.57 54.11 67.46
84.59 43.57 30.73 49.46
88.56 36.38 55.42 61.55
12.13 55.27 87.05 58.22
81.36 27.81 31.37 45.66
6.53 33.35 78.72 47.99
46.93 5.35 50.31 40.30
47.66 87.80 34.18 48.95
34.95 94.45 63.98 61.36
75.15 27.97 41.46 48.87
88.41 78.08 97.83 91.05
64.00 37.33 10.27 31.80
80.70 1.80 20.67 34.91
6.86 38.91 14.82 17.25
7.41 47.33 91.45 57.41
6.68 40.04 4.33 12.18
80.98 18.74 31.19 43.64
73.49 25.93 54.37 54.42
7.72 85.91 11.12 25.06
56.82 81.53 92.14 79.42
56.38 19.41 47.90 44.75
29.99 16.91 50.82 37.79
69.46 72.28 37.50 54.04
76.95 10.07 23.66 36.93
14.14 1.60 0.74 4.93
6.87 25.34 61.27 37.76
31.03 63.59 70.56 57.31
71.43 5.21 24.03 34.49
56.00 59.94 11.33 34.45
91.31 70.53 82.77 82.88
28.81 30.78 65.79 47.69
57.42 29.28 59.25 52.71
0.82 95.06 24.92 31.72
52.78 18.12 47.84 43.38
10.42 51.29 66.42 46.59
72.90 44.09 46.04 53.71
35.98 82.94 70.51 62.64
85.35 70.41 88.74 84.06
61.83 98.33 40.07 58.25
71.51 82.12 85.65 80.70
41.89 55.10 95.07 71.12
19.80 52.52 18.50 25.69
37.67 15.04 39.03 33.82
23.11 33.69 65.03 46.19
97.57 72.96 3.53 45.63
43.80 72.26 72.39 63.79
94.22 15.94 83.26 73.08
68.46 47.24 30.91 45.44
32.98 32.42 33.41 33.08
55.82 43.19 74.73 62.75
96.09 52.19 32.42 55.48
10.42 13.65 61.34 36.53
68.70 97.60 38.44 59.35
10.84 41.48 47.97 35.53
66.36 13.40 26.41 35.79
67.63 69.18 14.35 41.30
68.61 21.37 94.98 72.35
8.58 38.46 28.83 24.68
83.94 23.62 84.31 72.06
29.06 89.53 34.38 43.81
60.02 49.54 90.13 72.98
82.33 59.51 76.75 74.98
21.45 9.21 88.05 52.30
32.58 40.66 29.44 32.63
48.86 38.32 33.89 39.27
63.11 19.87 62.95 54.38
98.04 96.12 39.18 68.23
27.17 67.15 71.49 57.33
36.16 76.75 55.52 53.96
26.01 18.86 22.61 22.88
80.87 78.57 58.42 69.19
29.55 80.08 45.42 47.59
84.90 4.84 92.88 72.88
74.67 84.46 84.31 81.45
23.61 71.08 73.51 58.05
30.57 7.71 46.93 34.18
40.27 4.51 27.89 26.93
6.55 98.97 2.49 23.00
25.24 83.57 88.25 68.41
78.49 37.86 49.72 55.98
9.21 82.01 11.29 24.81
1.80 45.58 25.35 22.33
26.84 38.37 63.56 47.51
79.04 42.72 75.03 69.77
95.88 13.38 88.77 75.82
43.32 35.64 23.44 31.84
70.55 6.65 90.94 67.97
16.13 3.44 14.48 12.77
78.73 69.57 84.12 79.59
8.31 46.13 83.23 53.33
75.11 17.79 20.56 36.37
74.28 22.18 7.34 30.39
18.59 6.52 5.14 9.45
25.19 14.56 91.83 56.38
24.36 73.73 23.28 33.69
94.19 39.38 8.20 40.23
50.85 43.52 55.91 51.91
34.74 38.33 16.63 26.40
87.62 34.98 61.75 64.16
21.03 30.49 34.63 29.72
29.53 98.35 8.95 33.00
4.70 30.02 4.53 9.68
60.64 20.77 35.19 39.94
19.27 57.54 49.72 42.15
77.63 91.82 28.68 55.99
43.67 41.60 60.61 51.73
61.84 15.61 20.14 31.74
56.00 63.62 38.87 48.96
65.13 83.26 34.65 53.52
68.58 85.43 6.48 40.90
1.28 93.62 7.09 22.65
60.33 85.30 24.36 47.34
23.77 33.47 77.65 52.65
78.75 10.72 44.97 48.25
56.12 98.35 91.50 82.26
36.84 33.79 98.90 67.26
55.01 55.85 23.71 39.53
27.83 97.63 93.45 74.60
8.40 85.81 0.78 20.07
7.05 41.64 78.42 49.65
6.29 93.62 31.30 36.26
69.05 54.00 35.83 49.43
97.46 61.82 65.85 74.53
79.38 96.31 86.26 86.21
58.81 98.41 66.17 70.41
96.10 23.71 70.71 68.93
27.64 82.41 79.41 64.48
14.39 80.63 28.20 34.54
70.97 76.49 43.95 58.56
22.85 16.67 16.05 18.21
87.53 8.09 92.08 73.92
51.09 59.99 0.04 27.35
59.62 47.14 36.08 45.35
10.59 0.50 98.57 52.56
38.57 47.23 69.45 55.74
36.41 56.14 53.80 49.05
24.11 17.94 98.90 60.27
15.90 33.08 67.69 45.23
25.68 58.33 5.51 22.12
86.80 51.78 59.44 66.12
41.89 90.02 1.25 31.20
66.35 67.61 80.91 73.88
18.10 7.66 10.43 12.18
60.66 7.09 87.37 63.30
23.60 42.98 85.85 58.60
87.87 22.69 16.74 39.27
28.22 94.39 80.98 67.83
34.89 29.83 88.89 60.88
75.58 75.51 24.30 49.93
75.09 71.59 61.22 67.45
84.45 82.61 65.16 74.44
86.01 31.38 85.05 74.60
61.86 21.63 82.56 64.16
83.43 94.92 62.20 75.11
47.83 52.55 4.10 26.91
52.49 17.55 89.15 63.83
72.11 94.05 75.16 78.02
15.98 21.86 4.43 11.38
50.68 39.38 28.05 37.10
98.84 83.86 51.31 72.08
28.83 35.03 1.68 16.50
4.49 71.94 0.02 15.74
32.57 60.37 4.37 24.03
29.66 84.03 98.31 74.86
34.19 28.41 83.29 57.58
4.47 62.44 11.66 19.66
46.77 19.77 46.83 41.40
75.43 89.85 74.16 77.68
80.08 59.57 15.78 43.83
20.45 2.33 59.80 36.50
25.81 95.31 76.85 65.23
94.68 27.38 35.73 51.75
52.09 89.74 96.61 81.88
47.70 9.27 35.79 34.06
66.58 20.35 16.65 32.37
1.01 10.64 72.97 38.92
65.43 58.64 63.11 62.91
23.05 22.34 33.72 28.24
27.61 98.52 69.25 62.61
38.64 69.49 19.21 35.09
80.13 63.24 5.45 39.41
23.89 69.84 58.45 50.36
11.89 73.65 3.45 20.02
30.34 44.38 94.78 65.37
38.77 1.51 15.53 19.70
0.58 30.49 86.58 49.56
38.25 6.11 36.83 31.11
9.40 9.54 24.50 16.98
19.42 55.94 19.38 26.70
34.90 42.26 96.82 67.33
3.23 1.07 39.91 21.14
91.58 40.09 58.70 64.84
29.70 88.44 19.56 36.38
27.50 13.18 58.72 40.25
18.42 79.91 28.06 35.54
87.65 57.84 6.35 41.04
13.79 96.32 1.65 24.23
94.48 58.74 91.30 85.74
27.32 61.86 88.03 64.58
14.09 16.50 69.59 42.32
37.22 94.95 65.38 62.85
73.29 57.06 13.86 40.33
36.35 55.37 54.83 49.39
0.45 73.35 0.49 15.05
13.34 80.47 28.98 34.59
66.91 27.86 79.01 65.15
20.75 31.07 71.68 48.28
76.35 49.35 21.79 43.67
4.64 11.57 91.52 49.47
40.61 61.73 62.19 55.62
79.67 25.52 42.55 50.28
17.44 30.55 20.56 21.62
33.24 59.69 8.21 26.02
36.14 95.21 26.72 43.24
34.34 62.56 29.15 37.39
55.98 45.88 96.71 74.32
56.71 8.19 80.05 58.68
97.54 95.48 0.69 48.70
32.16 6.60 75.34 48.64
75.71 49.00 24.56 44.79
29.44 94.05 68.14 61.71
46.87 65.30 59.02 56.63
70.63 49.58 54.46 58.33
25.39 72.05 46.01 45.03
44.22 84.59 20.77 40.57
74.18 83.62 23.94 50.95
21.40 51.15 89.77 61.53
9.94 79.84 17.39 27.65
48.51 84.38 36.95 49.90
79.26 58.72 50.97 61.01
49.37 10.88 77.14 55.56
11.76 54.73 8.39 18.67
29.03 88.35 83.76 68.26
16.34 82.96 85.44 64.21
48.48 59.15 60.15 56.45
0.60 60.99 43.49 34.12
41.07 88.60 72.66 66.37
90.77 41.66 45.33 58.23
90.95 29.77 71.68 69.08
17.04 25.39 42.99 31.69
43.58 60.40 62.31 56.31
80.17 47.31 44.11 55.57
57.10 48.64 88.41 71.06
30.86 40.14 44.25 39.41
17.27 5.83 93.33 53.01
45.76 83.08 10.02 35.35
94.37 6.25 35.66 47.39
6.66 50.90 70.42 47.39
65.62 4.63 41.34 41.28
1.49 72.53 30.05 29.98
12.75 94.40 65.69 55.55
42.99 34.85 90.83 65.28
48.87 23.40 26.27 32.48
63.45 41.18 69.94 62.24
32.60 61.40 8.97 26.55
2.76 68.40 95.43 62.22
65.49 91.64 56.26 66.10
97.14 17.84 57.09 61.26
16.08 70.76 48.95 43.45
27.84 46.25 1.53 18.37
58.54 58.21 25.90 42.15
37.22 72.49 43.84 47.58
68.65 82.54 46.22 60.21
43.15 37.04 33.47 37.09
9.78 79.37 97.92 67.77
90.39 98.22 1.33 47.43
64.47 18.85 55.60 50.91
12.98 57.39 83.97 57.36
39.14 89.50 34.63 46.96
46.62 43.35 81.30 63.31
79.54 52.95 17.20 43.05
97.42 85.25 1.64 47.10
24.09 44.10 46.67 39.38
10.84 54.96 48.22 38.35
65.85 36.87 63.17 58.71
77.80 96.27 76.01 80.60
58.35 59.52 16.45 37.63
12.28 22.91 12.45 14.49
73.00 86.16 16.27 47.27
94.92 16.78 27.69 45.68
86.44 38.13 81.74 74.43
1.74 19.81 65.37 37.17
82.34 46.81 6.25 37.19
14.95 86.29 30.57 37.03
27.16 88.78 6.15 28.98
24.96 38.30 87.91 59.10
71.15 15.84 57.24 53.13
66.59 38.54 11.19 33.28
60.66 38.53 25.44 38.62
85.83 86.00 36.56 61.23
32.09 7.53 93.47 57.87
65.11 8.57 50.06 46.28
45.67 65.51 91.13 72.37
46.07 45.04 76.99 61.32
53.29 39.07 31.56 39.58
37.85 18.11 28.62 29.29
78.15 60.69 19.30 45.23
72.85 24.02 14.07 33.69
94.26 22.87 70.02 67.86
56.38 80.35 83.62 74.79
93.49 76.95 23.98 55.43
38.12 31.43 8.67 22.06
0.48 6.94 35.97 19.52
90.35 96.82 16.64 54.79
94.31 6.76 92.70 76.00
62.80 12.56 45.61 44.16
58.09 60.19 3.94 31.43
14.02 81.79 33.63 37.38
30.59 71.77 2.88 24.97
6.29 9.19 36.73 22.09
80.11 79.44 88.50 84.17
90.15 29.79 22.70 44.35
46.89 55.25 89.56 69.90
18.24 21.66 80.50 50.05
5.53 11.94 69.84 38.97
16.01 21.62 32.01 25.13
69.64 45.23 46.66 53.27
13.84 2.67 92.35 50.86
69.15 44.80 10.51 34.96
50.09 97.65 78.25 73.68
67.08 28.81 15.90 33.84
46.06 71.62 45.46 50.87
69.22 78.42 83.33 78.12
25.42 51.44 80.81 58.32
93.10 91.63 77.18 84.85
97.23 87.57 22.24 57.80
95.61 83.76 3.35 47.11
34.44 22.16 46.57 38.05
17.39 95.08 94.60 71.53
76.19 66.09 11.95 42.05
12.62 95.63 83.44 64.63
52.16 62.52 84.29 70.30
20.57 49.71 52.59 42.41
3.88 66.88 66.07 47.57
65.80 88.23 22.37 48.57
47.71 91.19 18.07 41.59
29.00 87.86 27.33 39.94
0.85 12.12 11.47 8.41
40.30 44.75 54.42 48.25
32.61 42.28 33.30 34.89
19.91 92.14 62.85 55.83
1.04 13.37 3.17 4.57
73.21 21.57 41.58 47.07
48.08 43.82 55.39 50.88
3.60 23.14 37.29 24.35
57.85 21.38 84.41 63.84
72.77 87.42 23.39 51.01
0.74 8.64 53.64 28.77
88.97 70.04 77.68 79.54
73.51 60.35 1.27 34.76
34.11 30.91 98.85 65.84
64.89 22.39 62.54 55.22
91.45 76.02 60.02 72.65
70.61 12.69 78.62 63.03
56.18 43.90 14.59 32.93
9.08 97.00 35.26 39.75
81.21 16.76 46.00 50.71
38.43 69.97 18.58 34.81
33.24 87.73 43.20 49.12
27.91 89.98 18.69 35.71
65.34 66.15 68.40 67.03
25.27 72.02 97.50 70.73
17.77 97.40 6.20 27.91
17.27 61.66 56.16 45.59
85.59 44.33 29.40 49.24
88.62 67.24 57.99 69.03
79.70 51.27 72.41 70.37
24.68 42.80 3.25 17.59
47.33 30.27 43.37 41.94
25.44 72.52 41.39 42.83
17.62 69.46 52.13 45.24
71.88 67.95 55.80 63.05
15.86 58.97 35.74 34.42
24.97 30.12 70.86 48.95
92.32 29.06 88.29 77.65
34.93 11.08 26.85 26.12
7.82 12.85 29.14 19.49
26.45 14.27 58.89 40.23
96.88 95.91 87.57 92.03
22.32 79.30 49.13 47.12
33.60 77.13 29.63 40.32
29.98 2.58 68.89 43.95
26.11 90.26 32.72 42.25
0.03 86.09 65.71 50.08
6.98 62.60 34.29 31.76
11.42 5.55 93.66 51.37
63.73 43.43 2.80 29.20
90.01 35.98 10.09 39.24
30.92 96.98 98.56 77.95
0.93 68.55 84.07 56.02
13.20 15.52 0.87 7.50
55.22 11.91 57.29 47.59
78.12 41.55 73.95 68.72
59.15 95.57 62.74 68.23
79.05 14.39 74.64 63.91
13.87 70.76 33.57 35.10
80.35 21.13 10.36 33.51
19.96 69.65 18.15 28.99
24.04 81.47 50.38 48.70
29.92 19.67 30.78 28.30
87.67 0.83 79.82 66.38
74.04 59.52 14.12 41.18
83.31 7.43 9.06 31.01
22.00 14.39 51.22 35.09
29.87 14.82 89.51 56.68
9.03 46.58 96.36 60.20
39.13 12.04 18.82 23.56
50.74 91.80 30.93 49.05
38.09 50.58 17.48 30.28
34.96 71.10 19.04 34.23
69.10 14.57 36.69 41.99
31.19 89.16 1.74 28.06
41.33 74.79 38.79 46.75
58.65 93.97 12.71 42.74
46.46 34.96 4.32 23.09
30.81 22.03 92.24 59.77
32.94 10.26 73.15 48.51
42.90 1.53 17.62 21.99
4.14 9.33 46.15 26.18
88.27 52.00 53.95 63.86
64.92 72.26 1.34 34.60
37.89 37.16 85.15 61.37
44.02 63.15 0.55 26.11
16.95 61.40 9.96 22.35
69.78 27.13 1.40 27.06
47.59 11.39 64.94 49.02
28.24 62.18 44.39 43.10
95.20 8.91 14.46 37.57
80.92 37.85 29.38 46.54
13.71 43.23 46.47 35.99
42.85 65.23 82.93 67.37
