temprature,rainfall,humidity
69.05,96.80,54.41
28.38,79.30,51.16
37.77,89.48,77.45
48.65,67.85,58.93
65.52,12.62,16.55
85.25,43.95,0.55
29.37,6.71,57.63
26.98,26.07,74.98
22.34,36.35,63.68
4.31,52.11,88.77
77.80,94.48,41.94
79.65,9.51,73.99
52.31,89.76,22.89
30.60,57.75,12.59
68.30,93.78,68.74
86.14,75.31,87.19
69.29,88.27,92.71
3.04,18.30,98.70
82.55,46.65,46.26
8.48,33.97,30.66
5.20,38.99,80.88
27.22,3.96,7.05
32.78,74.65,53.07
4.48,20.93,11.09
29.87,39.72,1.15
30.81,0.63,24.60
88.38,4.62,64.81
80.94,86.21,52.99
22.72,18.99,18.10
69.42,43.24,1.78
33.55,85.75,31.67
95.75,65.41,94.76
5.16,92.27,50.39
80.33,45.21,25.52
71.40,27.72,21.27
34.25,82.80,86.89
50.71,93.45,18.13
59.14,0.59,90.58
81.61,75.53,53.81
72.74,27.56,97.21
95.11,34.67,23.29
52.59,1.76,82.16
12.92,15.09,73.85
79.14,62.15,35.32
18.39,13.28,98.94
15.90,43.42,49.58
32.06,39.80,38.93
22.50,51.01,98.03
50.06,33.30,6.65
50.01,25.12,38.87
98.34,4.96,58.68
2.93,33.53,56.07
66.70,64.85,15.07
17.46,25.61,61.35
28.75,84.42,46.38
66.64,78.68,49.71
79.22,31.44,98.42
75.48,47.25,54.26
44.59,17.12,57.76
14.22,44.31,22.67
69.28,51.58,98.28
31.81,79.53,81.19
29.05,21.30,8.00
39.54,2.84,61.57
45.02,6.90,80.03
29.78,72.47,95.37
7.50,28.02,14.11
83.69,79.39,70.94
19.12,2.52,92.27
23.00,70.53,33.34
37.15,33.39,7.75
72.23,11.48,5.97
24.18,73.82,53.13
45.21,27.96,19.13
85.55,39.12,74.83
18.94,12.79,16.51
36.43,41.75,85.69
63.31,79.90,35.73
92.61,69.59,64.41
12.38,18.03,42.15
11.77,0.86,78.25
26.97,80.03,58.55
16.04,21.52,42.66
90.81,96.06,87.66
52.36,43.70,64.13
48.46,96.81,85.11
75.07,55.78,90.94
88.27,88.17,22.68
78.06,71.20,79.06
58.15,43.39,7.10
94.76,73.87,41.99
76.89,25.58,12.99
29.88,69.67,54.45
60.44,13.16,62.11
44.53,22.84,58.20
32.77,10.19,78.50
52.34,78.10,67.51
61.76,11.75,24.60
40.69,66.43,96.34
69.34,16.82,88.25
69.69,57.98,6.50
52.03,82.86,95.60
10.26,26.83,11.26
16.49,23.74,44.21
69.81,30.77,50.79
20.90,62.29,87.33
83.81,82.60,61.17
36.33,85.51,62.14
97.72,49.38,47.52
23.94,86.56,78.45
62.19,4.78,32.34
39.59,29.68,81.75
45.49,58.72,62.88
32.94,49.88,67.98
39.93,59.82,11.61
9.06,83.52,60.49
95.26,34.45,74.39
58.64,36.43,34.88
49.70,65.98,35.27
8.64,49.74,52.09
74.05,21.29,21.14
30.55,36.74,71.40
35.06,70.61,28.39
90.90,9.66,70.08
44.00,45.17,93.31
0.04,7.35,14.38
14.69,10.40,17.50
1.03,29.66,21.09
24.57,77.15,80.30
42.45,15.77,60.17
85.00,56.15,27.95
80.80,91.44,71.43
37.18,31.09,95.90
3.25,69.05,1.46
36.34,59.23,85.97
67.71,93.69,94.78
66.23,15.88,12.18
1.87,61.99,98.38
89.81,81.38,92.31
30.41,93.78,91.27
7.59,84.64,97.43
28.67,46.02,77.95
89.56,96.17,44.50
60.71,10.13,20.25
18.47,87.23,38.34
73.42,1.03,70.01
52.36,44.44,39.64
15.90,31.87,80.06
5.66,16.49,61.18
59.96,58.23,33.69
46.02,41.64,55.31
33.41,11.72,93.52
60.46,88.99,77.74
54.42,62.95,75.39
0.14,85.95,12.64
1.32,0.36,46.25
48.37,51.00,85.37
52.18,70.59,54.79
44.16,56.21,55.20
75.94,46.08,91.44
45.66,35.09,86.19
52.47,92.91,58.44
55.92,42.25,64.97
92.47,18.29,65.97
93.30,92.55,6.86
45.14,85.42,71.00
15.11,72.25,31.88
34.62,85.81,11.05
6.63,70.76,8.93
42.52,83.70,28.54
16.06,87.29,1.39
44.08,71.02,12.21
23.71,17.74,51.48
67.79,41.85,2.09
86.71,31.26,54.65
55.07,33.43,38.40
9.70,59.61,44.60
33.58,27.06,17.85
15.55,42.97,53.50
28.86,86.74,59.75
29.04,75.45,28.00
50.02,62.31,98.16
74.82,89.06,60.90
18.48,21.61,48.51
31.82,36.50,73.38
54.98,13.57,50.72
14.10,94.09,22.65
98.61,12.56,7.56
83.51,55.13,48.71
6.38,19.92,66.13
68.46,9.68,77.72
70.14,32.10,23.34
63.26,62.01,61.51
45.09,62.79,33.44
10.51,66.03,41.18
73.32,72.17,29.97
76.90,44.56,70.59
95.74,37.48,71.30
83.89,88.22,53.72
8.73,31.25,95.35
71.82,29.26,87.13
75.20,67.13,30.32
79.63,93.47,2.49
79.10,21.32,86.50
57.90,69.16,51.29
62.29,2.18,80.84
14.10,2.41,20.95
83.51,15.87,23.40
45.82,50.21,68.02
98.36,77.37,47.63
50.18,53.20,38.32
96.54,34.91,58.70
31.76,17.07,34.42
14.87,97.70,57.49
42.46,42.15,98.15
17.86,52.40,61.67
47.38,83.36,71.05
46.32,24.00,62.21
42.97,97.03,15.34
45.98,58.95,52.34
91.60,66.57,64.01
16.33,18.98,57.27
41.44,2.17,67.33
78.16,27.75,26.79
96.04,58.23,53.43
38.09,77.57,16.25
1.90,79.13,96.96
35.95,94.98,73.26
59.54,46.91,0.69
38.19,4.99,70.33
35.87,9.87,96.52
85.19,66.93,31.49
78.91,17.92,83.01
5.07,93.19,78.33
30.80,39.95,84.36
90.91,15.69,3.22
8.88,6.14,41.45
52.48,90.87,48.20
37.07,59.03,65.57
38.06,35.65,25.17
69.93,34.73,59.56
97.87,87.83,81.31
8.86,66.40,28.48
36.56,18.49,50.49
83.94,96.76,38.93
72.46,87.56,63.11
96.74,54.73,0.02
49.49,54.34,15.63
24.59,64.73,55.45
54.61,49.14,44.92
86.87,95.97,31.78
8.27,7.46,10.56
43.33,30.01,23.92
43.48,62.19,32.00
74.88,68.02,77.62
92.08,55.57,56.95
64.70,11.27,85.43
85.28,52.14,21.17
91.94,83.21,89.62
38.60,89.64,36.90
89.80,30.96,70.35
81.87,11.94,69.46
8.62,53.61,56.35
79.59,36.06,34.01
20.54,33.49,57.59
17.71,28.34,61.44
57.25,76.19,76.63
72.44,57.76,33.33
79.98,35.14,75.01
8.34,69.50,41.72
84.50,30.91,33.88
8.73,12.70,75.04
88.02,22.70,1.39
83.55,57.18,21.30
5.93,83.25,8.45
59.62,55.04,80.07
51.42,93.76,88.18
40.57,57.72,2.19
36.93,42.59,55.23
96.71,19.36,77.17
15.11,88.48,28.75
32.20,76.84,36.61
72.49,34.93,43.70
90.04,17.72,28.24
35.71,53.33,95.91
78.79,55.97,85.57
70.44,17.40,25.67
27.08,85.63,85.59
24.27,69.60,75.93
0.66,91.88,1.95
66.78,90.96,87.36
79.61,3.69,80.30
79.69,40.17,81.92
77.00,95.90,23.24
59.29,20.48,50.18
4.75,44.05,19.04
53.25,24.56,92.22
10.90,97.04,69.63
27.29,84.61,71.35
82.28,66.62,68.22
50.88,3.87,33.33
66.92,35.67,2.85
37.41,83.86,51.06
64.29,34.30,21.32
98.57,58.00,50.96
85.13,67.86,4.29
63.73,70.60,18.54
94.61,92.73,55.42
44.14,61.87,33.99
70.23,15.94,52.43
27.02,29.97,17.46
25.41,82.03,38.87
29.17,23.36,7.36
34.81,22.33,1.36
30.37,32.19,63.29
47.58,14.55,30.06
8.47,84.86,23.16
64.52,76.64,14.21
71.64,37.25,24.06
56.29,42.81,10.11
3.12,80.20,82.43
39.56,31.81,82.62
43.00,94.85,87.35
54.79,22.49,4.70
83.29,93.95,92.46
50.86,70.59,15.05
32.97,63.40,33.38
68.41,26.67,90.55
13.05,0.71,85.06
29.21,42.01,30.34
15.32,26.64,83.79
47.89,93.91,61.18
2.14,92.75,42.22
51.91,84.47,52.85
32.25,37.63,61.97
32.44,98.61,98.57
23.51,52.31,41.60
55.88,30.62,65.40
34.38,79.63,52.58
7.10,81.46,48.62
38.32,39.44,82.66
80.79,42.69,80.69
12.08,71.78,44.04
15.74,25.95,80.97
3.03,90.31,63.65
98.45,74.94,35.23
39.74,66.60,21.22
42.67,62.10,75.26
52.72,70.97,51.24
34.41,69.17,97.47
12.80,96.95,18.18
26.85,59.87,14.26
31.77,25.17,96.71
23.99,0.42,44.95
92.52,47.38,56.16
52.19,90.67,73.28
7.48,62.80,72.07
26.96,42.99,26.53
5.51,78.74,58.64
92.47,20.26,98.07
6.58,61.55,85.40
44.92,83.89,33.79
88.04,23.17,92.03
98.86,48.44,98.78
49.98,62.10,61.96
84.71,7.08,4.11
4.00,77.62,62.95
23.87,20.79,75.66
10.42,20.91,98.87
24.65,63.78,65.62
8.95,84.05,43.05
24.72,78.48,77.46
8.31,87.40,69.40
79.58,88.56,26.28
3.05,30.89,67.77
43.17,95.05,7.79
44.38,37.06,26.46
60.08,21.02,19.43
11.52,87.57,73.81
49.87,10.00,25.73
12.21,8.76,12.52
89.98,52.98,49.12
67.31,85.73,13.11
1.97,2.59,74.13
31.57,5.09,20.68
53.70,11.00,45.39
11.64,67.35,55.55
32.35,92.96,96.82
77.32,35.36,79.04
23.80,53.47,83.65
3.89,10.67,65.53
28.58,91.33,2.81
60.42,79.37,83.33
88.70,90.36,51.41
38.83,72.82,62.81
76.17,45.14,91.60
56.45,76.26,56.91
29.06,32.18,16.19
86.62,70.38,21.47
33.89,29.76,4.45
52.12,31.54,77.88
41.83,6.64,72.58
69.39,35.98,92.44
72.94,68.02,55.17
68.90,42.80,35.90
39.36,60.67,63.08
26.68,24.70,18.71
8.94,98.77,58.95
7.51,90.49,51.43
11.15,46.76,75.82
5.28,60.99,0.75
22.01,16.93,49.54
96.49,30.00,32.94
98.90,73.91,26.37
51.52,60.66,55.91
11.07,49.59,69.52
6.31,87.94,86.60
88.79,16.26,94.86
41.42,48.55,71.04
26.61,44.57,73.00
63.83,70.12,13.95
72.63,51.59,86.00
48.07,85.94,1.72
8.92,58.04,49.42
38.20,77.95,34.22
75.37,63.64,74.59
80.41,29.67,13.57
80.99,48.28,21.97
84.35,24.72,33.07
44.72,83.89,6.14
8.39,0.78,77.10
56.43,51.64,64.50
86.09,31.82,47.46
65.43,33.66,48.11
91.84,72.47,40.14
78.84,79.77,0.35
77.53,57.88,96.75
88.94,79.48,41.72
19.56,19.66,73.48
33.13,38.73,81.29
61.58,57.80,84.13
4.94,29.37,12.06
79.23,32.21,27.49
1.35,94.46,10.15
35.25,41.18,43.17
13.37,19.25,73.22
49.51,1.30,19.44
73.26,48.79,84.10
56.04,52.59,65.44
66.20,22.34,58.40
37.75,72.54,85.58
71.64,25.01,54.07
21.31,39.77,26.92
98.89,43.19,40.84
33.13,25.54,92.40
41.08,89.79,50.70
10.01,44.44,68.58
15.30,92.47,18.13
58.99,2.37,59.72
58.52,65.10,96.02
74.62,4.63,68.92
77.03,8.84,49.81
46.08,22.69,98.39
44.52,52.98,30.34
22.99,68.09,57.13
22.19,98.40,57.41
78.79,33.45,65.39
9.90,78.44,25.60
59.54,83.01,89.09
46.39,60.61,37.92
39.38,74.23,54.10
56.15,88.85,80.92
65.55,51.06,62.99
21.49,29.19,74.98
98.12,36.74,35.13
93.10,13.77,23.04
19.63,23.31,45.18
48.06,62.69,91.83
58.88,66.44,65.30
65.82,79.18,83.99
52.36,87.40,28.45
26.68,7.15,94.68
14.54,29.29,54.50
16.35,89.28,8.33
54.55,98.65,10.25
71.70,79.56,59.36
10.98,7.99,90.20
97.65,95.74,68.00
59.75,44.44,21.64
10.09,46.21,63.49
11.10,38.54,63.59
51.10,31.39,8.73
65.79,26.17,45.27
61.51,95.39,92.24
59.45,60.44,68.14
94.90,34.38,20.01
14.37,6.15,9.28
24.29,90.55,2.00
1.83,69.95,88.21
14.29,49.02,70.44
49.41,72.33,1.56
22.05,56.51,82.16
35.58,54.83,38.74
14.02,85.01,77.38
65.88,79.30,79.90
78.83,20.61,66.23
90.39,34.69,51.79
44.47,23.75,65.19
16.86,44.83,82.19
24.85,29.26,53.56
62.01,11.05,37.48
4.12,80.91,95.22
87.51,18.52,16.15
98.31,20.18,50.91
84.10,25.59,10.69
7.53,12.24,3.78
92.78,62.82,0.15
75.54,85.11,32.72
20.81,11.19,85.34
39.25,23.70,8.89
61.07,8.76,34.33
6.42,63.52,0.06
51.43,45.85,34.19
85.60,23.95,48.87
27.96,67.06,23.32
37.49,1.00,38.14
96.93,57.63,88.16
19.37,58.42,31.11
58.80,12.95,56.79
97.03,82.92,55.82
89.17,92.85,35.57
48.47,16.50,40.52
6.77,90.33,29.88
13.72,34.33,43.88
39.38,97.36,5.99
12.67,89.44,59.98
24.17,98.39,80.22
3.57,91.84,28.34
87.49,61.17,93.87
62.90,16.67,89.29
29.85,80.99,28.53
2.77,5.09,22.84
49.48,9.50,29.97
63.65,55.74,48.69
93.26,53.78,4.26
51.00,73.93,53.63
28.06,10.17,78.37
82.62,38.71,12.53
42.54,39.65,67.35
0.81,25.68,28.47
71.31,81.83,44.65
66.20,13.99,71.97
78.40,76.30,50.34
23.27,60.70,14.60
37.91,63.59,48.34
89.15,9.30,80.54
94.75,51.07,36.67
64.41,47.18,35.17
67.83,49.06,85.67
70.08,30.71,45.18
22.48,43.16,82.68
93.34,87.30,82.10
96.83,92.52,78.63
74.84,78.02,3.50
53.86,66.71,46.08
68.54,49.44,74.31
40.84,18.81,16.68
75.15,10.76,57.78
77.85,97.85,1.81
72.39,3.10,73.38
56.85,67.38,6.66
77.08,14.51,16.22
0.93,84.64,60.48
48.78,1.62,17.99
24.85,87.90,55.68
30.58,11.58,94.31
86.84,92.53,50.24
79.03,14.66,30.61
29.36,7.57,9.05
94.96,86.37,42.24
95.64,43.98,42.82
16.59,57.60,61.10
76.97,34.92,26.12
85.10,22.21,17.18
75.71,14.50,52.41
47.46,86.63,96.39
61.96,38.22,79.72
42.51,53.37,45.11
24.28,4.78,98.64
89.58,50.80,34.25
89.75,30.68,32.56
90.31,6.97,33.34
33.05,1.29,79.93
51.21,41.27,69.80
29.70,34.15,24.05
15.98,53.07,67.46
88.72,31.31,93.55
34.74,77.12,16.98
79.10,58.64,74.04
85.77,86.28,62.40
88.98,28.00,53.99
88.85,97.34,11.79
76.66,84.72,34.47
84.75,50.00,75.93
29.93,57.42,18.38
85.84,19.36,66.39
97.84,20.67,1.94
13.23,17.50,68.02
59.01,61.49,18.45
56.16,5.70,1.99
75.54,30.84,0.91
96.31,74.88,18.98
40.46,44.81,23.46
91.73,95.73,9.03
11.53,65.58,5.44
34.58,8.56,60.45
96.98,58.85,73.89
97.35,58.51,54.90
83.47,90.67,28.16
50.07,77.51,13.34
42.05,78.72,8.34
38.54,49.18,63.63
65.71,31.74,41.70
87.38,81.65,61.60
77.54,63.85,85.84
59.65,18.94,53.12
20.52,66.71,96.78
82.54,87.63,83.41
51.13,65.31,56.37
28.99,48.82,40.96
14.19,71.18,12.87
1.06,68.64,59.10
28.51,17.04,35.80
60.93,11.30,10.10
34.79,82.76,33.97
15.65,63.20,13.49
79.83,85.36,57.42
13.25,48.28,84.55
27.67,20.26,48.67
42.75,7.02,97.61
95.19,58.05,1.23
94.42,9.43,64.95
15.35,89.89,50.83
21.58,20.16,30.92
0.99,58.99,45.15
37.36,80.00,52.90
62.31,96.95,83.11
20.15,71.78,76.88
44.29,28.83,33.06
26.50,78.89,41.94
12.27,47.36,43.56
41.64,59.67,30.84
16.70,6.16,14.25
11.27,88.14,65.21
4.45,46.21,51.66
49.92,44.92,21.08
5.38,19.08,81.04
96.77,96.91,98.86
15.08,40.44,29.07
42.44,21.91,75.34
96.46,71.86,4.02
57.27,54.08,25.17
29.89,21.90,16.68
28.70,0.07,98.24
10.01,57.83,26.34
16.75,0.92,0.99
90.43,80.85,40.47
59.94,54.70,56.54
24.19,71.59,20.22
6.45,75.42,61.29
52.69,63.85,26.62
13.70,63.89,77.17
15.75,32.46,71.69
12.99,95.11,28.43
96.72,23.36,81.98
78.87,51.23,82.90
23.45,15.88,89.83
89.35,81.16,12.92
58.77,11.13,51.33
20.16,5.66,50.04
17.07,84.10,48.58
4.63,21.77,6.31
93.62,46.45,90.18
67.13,63.10,26.92
90.67,60.64,14.02
11.80,33.45,81.68
88.34,16.63,84.05
50.01,69.44,35.46
24.90,7.15,13.78
33.41,60.71,12.55
89.58,23.57,84.68
16.65,59.12,51.72
90.23,5.79,26.86
51.07,24.07,74.86
14.36,1.82,60.62
50.39,50.54,3.14
71.62,47.07,80.94
49.06,50.06,80.35
59.35,81.48,80.52
38.57,49.72,69.90
94.21,84.47,39.35
55.62,22.82,44.86
32.65,57.53,57.44
62.06,39.41,38.39
4.21,36.77,40.82
39.39,51.48,26.53
67.18,31.50,45.35
9.14,12.90,96.01
54.76,88.05,38.87
55.14,57.32,40.19
35.00,28.79,93.81
3.37,0.44,78.73
87.52,15.02,87.93
75.51,92.81,65.46
6.45,19.21,29.53
3.07,71.63,97.96
9.10,54.67,41.55
68.10,65.27,9.42
76.01,94.61,37.38
81.81,21.35,33.17
67.72,11.78,81.89
56.88,78.32,26.90
53.78,59.89,84.81
91.06,0.87,8.07
47.47,91.92,26.74
22.63,10.39,52.30
65.16,6.34,96.42
8.90,11.88,45.50
18.09,43.73,23.55
7.96,53.13,9.77
74.01,18.24,46.11
93.32,54.07,38.55
64.80,56.84,71.17
96.42,60.57,6.94
60.71,26.89,63.60
71.27,93.71,24.23
9.07,57.60,62.23
62.75,0.46,97.74
53.86,89.54,81.35
68.34,60.89,77.79
92.63,37.63,81.96
90.33,7.73,73.33
45.41,42.32,50.39
93.52,45.10,80.60
97.65,5.40,93.93
44.31,69.71,56.68
94.93,78.21,35.98
49.60,51.98,98.36
26.99,88.59,4.12
30.71,12.07,46.19
19.17,92.99,78.03
67.54,40.12,12.17
41.10,59.86,48.61
38.53,61.33,91.95
67.05,84.85,96.54
39.12,53.03,70.14
97.36,42.96,59.40
88.16,3.93,95.52
72.93,56.94,83.47
84.21,76.39,5.26
38.65,12.77,12.86
68.35,60.81,85.87
86.25,62.44,78.91
47.88,49.30,54.58
25.81,11.69,76.13
66.72,89.82,57.60
47.72,2.73,62.36
45.50,47.03,64.76
4.61,59.72,28.20
75.15,41.40,90.89
97.92,73.31,47.32
68.45,38.05,61.66
18.05,84.22,7.78
13.83,42.55,72.81
79.47,44.05,52.14
76.02,67.63,51.86
93.70,19.27,53.34
93.80,40.46,80.78
23.59,19.45,74.16
90.74,9.93,72.48
55.19,66.34,76.98
58.76,6.02,82.13
13.59,25.88,92.57
89.60,76.09,84.51
33.50,72.07,15.01
23.25,29.33,67.86
26.01,11.23,64.47
76.15,73.34,63.30
72.50,92.10,82.48
16.48,9.12,16.52
1.56,32.59,2.01
95.84,27.09,59.75
18.34,19.98,98.85
53.11,64.51,80.92
11.02,18.55,14.82
35.50,19.85,80.71
9.55,94.59,86.32
45.42,95.36,26.63
15.70,50.89,47.81
49.06,68.45,91.07
53.43,22.28,79.11
1.02,33.08,55.57
91.31,88.83,68.01
77.21,12.84,50.43
98.20,2.72,20.54
27.69,11.43,47.65
21.64,0.78,47.38
73.14,85.21,76.07
94.49,50.32,77.28
53.81,91.04,35.86
51.45,59.03,93.19
58.18,92.44,44.71
28.15,51.07,55.67
87.22,83.78,62.71
57.75,2.40,73.02
12.16,73.71,44.98
27.72,53.44,70.53
25.99,8.93,36.44
62.58,49.06,92.11
68.72,90.36,0.98
41.87,53.05,30.95
95.22,62.63,25.75
73.45,84.67,5.97
11.01,60.42,75.73
26.49,84.83,18.50
88.04,28.15,84.70
20.56,22.50,74.12
47.02,72.42,52.91
63.06,9.76,7.38
15.96,66.84,77.21
21.82,12.96,90.64
31.41,48.72,88.50
65.13,10.47,55.21
89.15,64.94,26.15
42.34,33.03,84.27
1.19,88.77,7.29
73.14,54.76,59.53
26.39,81.27,42.67
23.62,81.36,73.09
44.64,35.60,67.84
79.82,96.83,26.81
91.47,15.73,89.46
3.32,71.67,81.25
96.32,41.56,76.37
65.67,49.78,79.61
63.91,68.45,19.92
18.69,53.49,42.55
68.07,0.95,39.22
42.03,94.59,95.41
89.66,16.52,1.06
96.79,40.34,18.35
49.77,15.12,15.29
88.27,31.72,75.99
73.60,23.48,55.85
63.88,74.86,37.02
68.85,59.67,80.67
45.08,53.31,5.51
40.46,83.33,64.89
90.41,31.65,32.20
5.49,74.82,61.13
60.75,0.34,10.57
29.10,15.57,97.87
4.74,49.67,52.02
74.69,30.59,5.85
50.48,81.61,42.31
28.12,53.72,26.77
42.42,37.89,30.68
55.27,37.81,35.14
26.19,34.85,27.46
41.40,74.29,23.37
18.10,40.79,4.71
77.60,76.87,71.44
62.93,20.74,90.78
42.69,75.98,13.00
63.56,79.02,76.44
58.24,6.74,2.28
80.81,74.46,32.13
52.56,41.57,20.08
54.65,98.91,25.69
53.70,1.27,92.75
73.32,9.19,78.55
1.83,37.12,87.64
2.21,9.54,6.57
7.74,67.07,47.28
24.21,88.20,48.12
85.76,8.20,60.35
93.28,18.79,15.55
75.54,35.94,10.92
70.85,0.17,80.54
53.65,2.34,66.89
44.86,96.54,84.34
27.31,22.45,76.87
55.09,59.03,30.32
83.88,82.81,35.42
23.69,4.25,69.70
0.40,86.08,37.90
22.25,35.39,51.29
54.34,33.95,16.47
7.51,24.16,61.59
72.93,48.60,62.72
91.54,32.89,38.87
93.98,56.78,77.19
73.74,28.54,67.51
43.73,20.13,56.86
58.15,36.37,22.53
88.29,26.45,16.31
53.46,67.30,54.38
68.26,45.15,23.83
17.06,70.20,92.36
89.88,43.02,58.26
71.83,3.49,39.12
36.80,3.36,28.19
38.92,89.58,93.95
83.06,20.27,40.33
72.98,91.20,41.64
71.53,74.60,31.61
23.83,12.82,69.75
56.26,34.80,71.95
82.44,15.55,55.82
62.28,5.67,91.78
42.28,14.29,29.57
24.02,8.53,57.21
55.80,42.80,35.04
73.42,53.92,27.39
97.75,52.96,43.33
25.02,4.41,35.54
32.50,7.97,70.96
0.15,21.09,85.50
28.22,19.64,71.22
37.47,14.76,57.66
61.50,97.64,53.47
34.83,72.80,28.55
71.56,95.93,9.74
21.68,74.71,43.61
33.29,92.59,44.40
8.88,60.39,82.59
93.27,98.72,34.32
30.80,85.22,37.60
24.41,45.81,8.93
25.14,81.64,90.84
68.76,48.23,45.71
93.88,74.87,57.18
64.90,47.44,33.14
57.79,80.80,50.51
71.82,6.00,51.01
56.68,80.49,64.66
84.42,79.43,47.35
12.08,88.33,85.25
65.40,81.03,96.62
16.31,82.20,55.15
42.75,76.44,96.00
37.79,24.10,86.22
92.88,86.98,58.94
91.23,84.10,78.75
98.24,63.94,6.79
80.28,33.73,37.12
8.87,95.05,93.29
84.38,14.72,87.81
8.27,76.08,21.59
6.92,92.04,8.84
40.12,16.50,45.15
38.51,52.95,75.82
34.86,57.62,12.63
24.38,51.04,57.15
29.71,1.41,38.66
93.94,92.25,69.66
25.86,30.77,50.01
60.14,85.69,63.65
98.66,84.64,42.53
11.55,82.04,93.28
11.81,19.66,28.97
26.83,10.35,22.68
7.86,23.16,14.33
82.75,58.30,32.72
17.29,33.32,73.00
39.74,20.15,37.58
60.12,37.92,12.87
60.71,70.21,31.29
97.57,20.39,9.05
11.02,73.26,69.14
47.33,89.40,28.97
51.67,53.94,74.27
49.40,61.81,57.88
67.50,32.78,51.80
23.22,43.01,20.85
95.61,93.02,26.49
4.77,54.92,59.87
74.75,13.59,41.94
56.26,71.67,30.95
63.15,73.20,65.90
6.50,28.51,25.22
67.60,70.77,32.50
46.20,69.05,98.40
66.65,5.81,29.77
39.37,25.82,38.83
10.77,55.36,45.03
41.80,58.90,91.81
32.23,90.05,47.35
30.23,94.51,71.00
38.41,72.82,38.92
93.95,36.02,73.59
32.30,85.91,57.44
46.37,41.94,41.56
77.41,17.50,74.18
63.07,86.25,88.83
52.29,57.80,17.68
5.35,68.95,0.69
46.60,35.35,57.55
56.33,43.93,52.25
49.57,34.88,96.96
71.33,7.37,63.80
83.07,7.38,67.11
21.96,23.59,33.04
47.08,12.73,85.20
63.21,81.38,3.93
45.05,76.37,79.29
76.05,34.38,17.94
82.73,17.64,11.76
76.37,5.48,33.69
72.21,10.04,77.77
25.12,23.49,38.78
66.07,9.86,75.10
12.24,15.16,92.92
20.72,54.40,53.24
91.92,54.01,30.76
0.55,57.05,55.38
73.93,12.15,80.51
33.14,56.14,93.87
43.16,55.37,2.62
78.46,48.99,34.41
89.03,68.75,80.09
75.94,62.66,77.61
59.50,81.36,75.79
10.70,88.75,30.14
53.25,11.26,0.34
59.18,65.19,34.53
57.76,1.99,58.31
98.42,64.35,77.63
4.40,73.78,19.52
12.78,59.27,54.94
70.35,71.66,90.45
38.11,8.02,39.89
17.54,23.16,67.64
71.83,24.52,31.03
82.54,10.77,5.64
5.59,16.58,29.09
29.45,1.56,33.81
12.89,10.23,93.39
57.24,23.38,98.21
95.36,85.13,6.31
95.03,44.55,45.87
30.11,63.69,88.34
40.88,94.43,42.80
8.54,50.26,23.18
47.19,90.11,32.15
30.53,4.07,45.84
72.00,49.70,94.12
92.78,7.79,1.20
36.13,70.36,9.78
60.58,80.65,56.70
36.38,26.90,78.73
60.44,37.25,29.99
52.93,62.67,52.89
59.93,78.48,53.83
84.49,13.07,91.65
67.93,45.22,62.82
37.96,72.71,70.83
63.45,33.08,75.74
24.64,5.50,95.63
54.90,56.55,52.23
93.06,12.22,51.16
25.42,56.12,76.10
79.70,60.95,19.28
21.13,27.23,85.88
11.29,69.07,89.88
20.79,55.19,62.82
71.61,21.92,81.16
95.64,53.62,83.60
9.49,69.87,12.70
95.42,7.54,70.89
21.47,71.63,61.62
12.52,63.74,2.12
80.18,24.36,68.31
94.65,93.42,89.75
4.21,4.16,62.89
36.03,57.76,72.49
70.88,94.54,86.64
47.25,3.12,1.50
29.29,71.10,44.93
75.53,95.44,94.64
40.46,10.51,2.31
64.40,60.60,59.32
10.81,61.67,64.02
29.03,9.27,93.49
63.23,75.62,40.65
98.41,19.10,41.42
20.60,56.91,22.07
96.27,78.83,42.88
86.07,88.57,69.21
67.08,2.06,91.15
76.13,22.68,34.83
14.79,76.82,92.61
35.73,62.25,92.35
62.41,98.89,85.77
91.36,79.02,0.08
2.94,72.43,55.87
58.68,7.90,54.95
79.58,59.59,87.83
61.73,86.37,39.85
41.37,44.13,75.25
56.13,85.70,20.84
57.83,67.10,4.74
8.90,75.39,71.05
45.22,36.26,97.40
74.94,37.59,78.27
79.79,75.17,53.47
34.56,47.71,37.90
69.62,70.06,34.82
56.58,73.75,76.35
72.09,97.07,11.19
40.66,34.67,61.33
95.16,90.41,48.80
32.61,15.47,68.26
38.01,5.38,28.15
76.70,38.65,8.73
46.14,24.19,11.62
18.06,84.74,34.14
64.36,41.31,91.28
58.90,16.39,73.18
96.59,60.88,46.21
33.03,52.97,41.54
76.17,27.88,36.05
55.95,85.67,88.49
4.24,96.07,49.86
63.02,3.90,15.16
68.67,93.41,91.06
23.75,25.03,50.10
90.86,28.30,18.10
48.75,58.29,38.19
97.91,70.11,70.27
45.87,46.15,16.57
94.99,70.30,74.89
9.71,33.06,33.64
31.47,72.81,96.35
33.86,82.35,65.40
80.61,41.73,95.60
41.24,82.62,44.45
81.04,95.64,92.00
71.13,59.98,72.52
21.56,81.09,42.77
11.20,62.84,33.56
63.44,70.99,68.99
4.17,59.86,43.09
62.06,38.58,78.19
26.84,47.80,66.69
60.36,15.61,39.59
77.87,21.66,67.58
81.20,37.09,63.36
10.82,26.00,86.33
68.71,49.89,56.18
43.75,6.02,40.79
18.25,70.83,8.94
55.40,81.55,51.70
45.79,92.07,24.44
88.39,11.47,17.81
